asset_id,property_type,region,tenant_industry,credit_tier,annual_rent,property_value,asset_age,lease_term_remaining,occupancy_rate,rent_coverage_ratio,noi_margin,sales_trend_12m,traffic_trend_12m,capex_need_pct_value,delinquency_days,arrears_pct_annual_rent,tenant_concentration_pct,local_unemployment,market_rent_growth,renewal_probability,synthetic_risk_score,portfolio_health
REIT-02750,Medical Office,Southwest,Manufacturing,Strong Private,732184.38,10927752.66,37,4.17,0.9712,2.376,0.6758,-0.1238,0.1546,0.0252,1,0.0,0.0513,0.0575,0.0149,0.9419,40.36,healthy
REIT-02751,Office,Midwest,Logistics,Stable,2411507.1,33818953.54,31,7.37,0.9436,2.762,0.4252,-0.0937,-0.125,0.0405,3,0.0174,0.0448,0.0343,0.0292,0.6495,49.08,watchlist
REIT-02752,Office,Southeast,Fitness,Investment Grade,1143612.75,14547730.2,39,7.55,0.9645,2.097,0.6408,0.1571,0.0576,0.0329,7,0.0,0.0373,0.032,0.0101,0.8801,31.49,healthy
REIT-02753,Medical Office,Southeast,Healthcare,Watch,684899.96,11701282.9,5,5.32,0.9648,1.854,0.5841,-0.152,0.0353,0.0405,1,0.027,0.0306,0.0326,0.0362,0.6092,75.9,at risk
REIT-02754,Grocery,Midwest,Entertainment,Watch,1334432.88,26682994.13,34,7.26,0.958,2.509,0.7208,-0.007,0.0209,0.0328,4,0.0204,0.003,0.0509,0.0301,0.787,47.63,watchlist
REIT-02755,Automotive Service,Southeast,Fitness,Stable,334824.84,5009020.89,5,5.6,0.9845,3.601,0.6438,0.1038,0.1154,0.0188,3,0.0215,0.0353,0.0444,-0.009,0.8208,14.5,healthy
REIT-02756,Industrial,West Coast,Auto,Stable,1157195.11,18791476.7,5,7.43,0.9798,3.402,0.7354,0.097,-0.02,0.016,0,0.0122,0.0276,0.0388,0.006,0.98,8.86,healthy
REIT-02757,Entertainment,Southeast,Manufacturing,Investment Grade,3402697.21,43938591.9,17,14.71,0.9604,2.712,0.6861,-0.0969,-0.0214,0.0185,3,0.0553,0.0348,0.0284,-0.0131,0.9617,28.6,healthy
REIT-02758,Distribution,Southwest,Grocery,Stable,1476120.73,22627297.66,9,6.77,0.9815,2.786,0.7336,0.1336,-0.0175,0.0059,1,0.0079,0.0616,0.0344,0.0035,0.7552,33.28,healthy
REIT-02759,Convenience Store,Midwest,Fitness,Strong Private,454924.77,7551656.64,26,3.0,0.9149,2.187,0.7109,0.0283,0.0882,0.0088,12,0.0382,0.0461,0.0318,-0.0484,0.6015,51.15,watchlist
REIT-02760,Grocery,West Coast,Grocery,Stable,908164.23,15402756.61,37,9.58,0.9873,2.182,0.6714,-0.0478,0.0607,0.0022,6,0.025,0.0183,0.0371,-0.0064,0.9232,29.5,healthy
REIT-02761,Fitness,Midwest,Restaurant,Stable,1559423.47,20666977.88,2,4.07,1.0,2.895,0.7579,0.0392,0.113,0.0265,0,0.0158,0.0531,0.0395,0.0471,0.98,24.78,healthy
REIT-02762,Fitness,West Coast,Professional Services,Investment Grade,841678.77,16347124.82,38,4.06,0.9127,2.264,0.658,0.0438,0.0109,0.0338,20,0.0,0.0229,0.0398,0.0517,0.864,34.32,healthy
REIT-02763,Industrial,Midwest,Fitness,Stable,3028563.3,46501397.9,17,2.76,0.9453,3.185,0.612,-0.0742,0.0546,0.0045,1,0.0221,0.0916,0.0258,0.0549,0.6743,29.78,healthy
REIT-02764,Distribution,Southwest,Restaurant,Investment Grade,2933639.22,39177344.75,2,15.84,0.9663,3.605,0.7641,0.0227,0.0945,0.0035,10,0.0,0.059,0.0424,0.0219,0.98,0.0,healthy
REIT-02765,Industrial,Southeast,Healthcare,Watch,1571432.46,23061467.24,21,12.18,0.897,2.599,0.7271,-0.0212,0.0164,0.0015,6,0.0186,0.0442,0.057,-0.035,0.98,57.97,watchlist
REIT-02766,Grocery,West Coast,Manufacturing,Investment Grade,946069.32,17264829.71,13,12.83,0.9418,3.184,0.76,0.0766,-0.0362,0.0114,1,0.0097,0.0349,0.0532,0.0445,0.8587,4.76,healthy
REIT-02767,Grocery,Midwest,Healthcare,Stable,2755902.83,49375472.03,25,9.24,0.9935,1.735,0.6654,0.0747,0.0471,0.017,15,0.0,0.0619,0.0439,0.0146,0.8561,54.87,watchlist
REIT-02768,Quick Service Restaurant,West Coast,Healthcare,Strong Private,701936.78,12526799.86,18,4.63,0.9969,2.434,0.6544,-0.0949,0.0927,0.0194,1,0.0,0.0262,0.0423,0.0416,0.8042,27.84,healthy
REIT-02769,Distribution,Northeast,Fitness,Stable,2621997.04,42506306.85,4,8.02,0.9375,2.442,0.6625,-0.0665,0.0267,0.0066,2,0.0097,0.0476,0.0298,0.0153,0.9525,32.93,healthy
REIT-02770,Grocery,Southeast,Professional Services,Watch,1217760.21,19920620.02,2,3.61,0.9712,2.732,0.7167,-0.0795,-0.0801,0.0169,6,0.0209,0.0148,0.0423,0.0622,0.9567,53.45,watchlist
REIT-02771,Distribution,West Coast,Professional Services,Weak,1815908.32,30052112.59,18,5.26,1.0,1.952,0.6843,0.0036,-0.0769,0.0065,7,0.0672,0.0692,0.0605,0.0035,0.8191,76.44,at risk
REIT-02772,Convenience Store,Mountain,Logistics,Watch,645289.7,12664073.4,3,11.76,0.9324,2.412,0.7405,0.1086,-0.0175,0.0164,2,0.0458,0.0366,0.0378,0.0023,0.8864,56.4,watchlist
REIT-02773,Convenience Store,Southwest,Restaurant,Stable,559703.86,10893721.1,39,16.13,1.0,2.706,0.6124,0.0623,-0.0593,0.046,7,0.021,0.0627,0.0292,0.0306,0.98,32.19,healthy
REIT-02774,Entertainment,Southwest,Auto,Strong Private,1648127.56,16738642.45,32,11.93,0.986,2.342,0.7921,0.1809,0.1334,0.0545,2,0.0047,0.0389,0.0452,0.0715,0.98,24.14,healthy
REIT-02775,Industrial,Mountain,Professional Services,Stable,1909225.52,28782889.42,34,13.5,0.9608,2.635,0.7025,0.2235,0.0361,0.0323,1,0.014,0.037,0.0336,0.005,0.98,25.31,healthy
REIT-02776,Medical Office,Southeast,Auto,Strong Private,1199514.75,23253074.66,21,7.19,0.9593,2.523,0.696,-0.0698,0.0932,0.0225,2,0.0,0.0165,0.0242,-0.0013,0.7157,22.62,healthy
REIT-02777,Distribution,Midwest,Fitness,Stable,1158749.86,25749996.98,28,7.64,1.0,2.289,0.6524,0.0697,0.0981,0.0453,0,0.0,0.0411,0.0481,0.0371,0.945,41.14,healthy
REIT-02778,Convenience Store,Northeast,Manufacturing,Weak,377896.67,5898998.73,3,6.76,0.9352,2.14,0.6623,-0.0045,-0.1042,0.0258,17,0.0831,0.0324,0.0573,-0.029,0.6221,93.07,at risk
REIT-02779,Convenience Store,West Coast,Restaurant,Watch,285097.1,5470627.39,37,5.88,0.9448,1.72,0.7861,0.0273,0.0475,0.0394,5,0.0412,0.0319,0.0359,0.036,0.8109,66.87,watchlist
REIT-02780,Grocery,West Coast,Entertainment,Stable,1871171.01,41290195.52,36,6.07,0.9939,1.978,0.7369,0.0442,-0.0626,0.0241,1,0.0,0.0397,0.0347,0.0648,0.8757,34.65,healthy
REIT-02781,Industrial,West Coast,Logistics,Stable,1552063.82,24444480.19,29,0.2,0.9811,3.086,0.7156,0.0637,0.0477,0.0344,9,0.0,0.0347,0.0277,0.0161,0.7126,29.92,healthy
REIT-02782,Quick Service Restaurant,Southwest,Entertainment,Stable,417844.98,6356795.14,8,9.4,0.9636,3.059,0.7563,0.0245,0.0646,0.0146,1,0.0,0.0645,0.021,0.0707,0.8538,26.87,healthy
REIT-02783,Medical Office,Southwest,Healthcare,Investment Grade,1028892.21,13549468.31,32,4.87,0.9297,2.393,0.7663,-0.0215,-0.0053,0.0316,4,0.0113,0.003,0.0504,0.0222,0.98,16.19,healthy
REIT-02784,Automotive Service,Southwest,Professional Services,Investment Grade,762725.7,12383354.98,41,0.63,0.9617,3.334,0.7184,0.0057,-0.0676,0.0274,2,0.0348,0.019,0.021,-0.007,0.8363,20.13,healthy
REIT-02785,Industrial,Southwest,Manufacturing,Stable,2444514.82,40080906.63,36,4.28,0.9295,1.588,0.6948,0.1294,0.0405,0.0285,0,0.0271,0.0455,0.0476,0.0375,0.8224,54.96,watchlist
REIT-02786,Fitness,Midwest,Fitness,Investment Grade,731542.14,10519993.78,21,13.3,1.0,2.445,0.6639,-0.0652,-0.0133,0.0215,10,0.046,0.0573,0.0422,0.0399,0.8083,23.98,healthy
REIT-02787,Grocery,Southeast,Fuel,Strong Private,1354783.17,24242690.5,12,6.88,0.9688,2.38,0.6176,0.0198,0.0724,0.0261,6,0.0,0.013,0.0351,0.0179,0.8736,13.88,healthy
REIT-02788,Distribution,Midwest,Auto,Stable,2321613.02,36657327.08,8,2.02,0.9258,2.803,0.6784,0.1571,0.0067,0.0,1,0.0,0.0505,0.044,0.0586,0.98,28.29,healthy
REIT-02789,Fitness,Northeast,Entertainment,Stable,1151161.53,16506309.43,21,8.72,0.9716,1.761,0.7988,0.0355,-0.0644,0.0266,5,0.0,0.0262,0.0543,0.0717,0.8253,49.46,watchlist
REIT-02790,Distribution,West Coast,Logistics,Stable,1250917.99,23521201.53,26,6.09,0.9922,2.313,0.5584,-0.0314,-0.0158,0.0244,2,0.0132,0.0827,0.021,0.0238,0.8625,36.81,healthy
REIT-02791,Office,Mountain,Fuel,Stable,930408.99,10824317.0,21,1.69,0.9157,2.412,0.6456,-0.0496,-0.0988,0.0267,7,0.0019,0.0179,0.0467,0.0077,0.8139,67.96,watchlist
REIT-02792,Entertainment,Midwest,Professional Services,Stable,1827868.12,21727373.67,26,12.21,1.0,3.494,0.5149,-0.0942,0.1239,0.0345,8,0.0,0.054,0.0338,-0.0237,0.9795,22.55,healthy
REIT-02793,Quick Service Restaurant,Southeast,Restaurant,Strong Private,584676.77,9192511.02,24,7.27,0.9794,2.48,0.6677,0.0385,0.159,0.0345,1,0.0,0.0581,0.0516,-0.0338,0.9543,27.15,healthy
REIT-02794,Industrial,West Coast,Healthcare,Strong Private,1824902.42,26658828.21,1,13.89,0.9103,2.767,0.7645,0.1438,-0.0227,0.0,2,0.0374,0.008,0.0375,0.0482,0.98,19.31,healthy
REIT-02795,Medical Office,Southwest,Auto,Watch,1198158.61,22732682.91,29,5.34,0.9936,2.445,0.8132,0.0325,0.0887,0.0382,17,0.0333,0.0318,0.0298,0.0111,0.9461,52.53,watchlist
REIT-02796,Automotive Service,West Coast,Logistics,Strong Private,782645.2,11104102.83,14,13.6,0.9549,3.214,0.6794,-0.0398,0.0381,0.0223,3,0.0,0.0438,0.0358,-0.0142,0.98,10.35,healthy
REIT-02797,Office,Mountain,Fuel,Stable,736237.45,8806226.59,17,5.75,0.975,2.964,0.7382,0.1556,0.1259,0.0,6,0.0,0.0561,0.0466,-0.019,0.98,21.66,healthy
REIT-02798,Convenience Store,West Coast,Fuel,Stable,352141.38,7346036.26,32,5.91,0.876,2.9,0.6445,-0.016,0.0247,0.0564,0,0.0,0.004,0.0406,0.0239,0.8118,33.13,healthy
REIT-02799,Convenience Store,Southwest,Logistics,Investment Grade,643623.88,14194578.4,11,5.37,0.9907,1.712,0.6457,0.1773,-0.0965,0.0023,1,0.0,0.0369,0.0397,-0.0115,0.7582,24.6,healthy
REIT-02800,Distribution,Southwest,Professional Services,Weak,2270448.02,36428343.59,34,7.67,0.9729,2.122,0.4983,0.0512,0.0373,0.035,15,0.1066,0.0396,0.0409,0.0023,0.7977,82.58,at risk
REIT-02801,Medical Office,Midwest,Auto,Watch,788157.12,15619021.58,28,0.2,1.0,2.639,0.7421,-0.0448,0.0547,0.0266,1,0.0,0.0209,0.0534,-0.0167,0.4008,68.66,at risk
REIT-02802,Distribution,West Coast,Entertainment,Investment Grade,2721259.17,39081010.48,2,8.97,0.9162,3.893,0.666,0.0834,-0.1078,0.0248,0,0.0,0.0784,0.0466,0.0764,0.9736,2.22,healthy
REIT-02803,Convenience Store,Northeast,Fitness,Strong Private,322978.67,7177303.71,23,0.2,0.94,2.663,0.7539,-0.0399,0.0133,0.0366,0,0.0284,0.0363,0.0389,-0.0287,0.5188,45.89,healthy
REIT-02804,Convenience Store,West Coast,Manufacturing,Weak,588247.08,8250550.62,9,10.62,0.9565,1.466,0.6262,0.1567,-0.0227,0.0162,8,0.0585,0.038,0.0433,0.0492,0.7904,78.39,at risk
REIT-02805,Medical Office,Southeast,Manufacturing,Strong Private,719797.75,13131106.61,2,1.0,0.9627,2.538,0.581,-0.0606,0.126,0.0152,5,0.0165,0.0452,0.0271,0.045,0.7199,40.23,healthy
REIT-02806,Entertainment,Midwest,Restaurant,Stable,950698.26,13209078.78,26,9.37,0.9792,1.674,0.7424,-0.115,-0.0302,0.0283,1,0.005,0.003,0.0453,-0.0593,0.7695,60.71,watchlist
REIT-02807,Distribution,Southwest,Entertainment,Strong Private,2153352.89,30619912.85,29,5.89,0.9143,2.494,0.5272,-0.005,0.2308,0.0451,17,0.001,0.074,0.0442,0.0642,0.831,33.17,healthy
REIT-02808,Automotive Service,Mountain,Entertainment,Watch,632426.06,11260352.35,31,5.69,0.9722,2.193,0.7256,-0.234,0.1519,0.0,6,0.061,0.0288,0.0258,-0.0033,0.6303,76.46,at risk
REIT-02809,Quick Service Restaurant,Southeast,Manufacturing,Watch,376226.74,6827082.22,25,12.91,1.0,3.211,0.86,-0.0562,-0.0132,0.0065,5,0.0199,0.0595,0.0455,0.0693,0.8265,32.29,healthy
REIT-02810,Medical Office,Midwest,Grocery,Watch,784191.18,11262095.04,23,5.28,1.0,1.627,0.7381,-0.0307,-0.0168,0.0442,17,0.0179,0.0382,0.0716,-0.012,0.8795,71.49,at risk
REIT-02811,Grocery,Northeast,Healthcare,Stable,972167.27,19934141.73,21,4.68,0.9976,2.728,0.731,-0.009,0.0095,0.0323,3,0.012,0.0636,0.0582,-0.0266,0.6018,30.12,healthy
REIT-02812,Distribution,Mountain,Restaurant,Stable,2235015.07,33836731.68,37,3.55,1.0,2.822,0.6386,0.0826,0.0572,0.0419,2,0.0128,0.0911,0.0321,0.0106,0.8885,29.45,healthy
REIT-02813,Convenience Store,West Coast,Grocery,Watch,564654.89,8402103.04,19,15.49,0.9797,1.912,0.7236,-0.086,0.132,0.0312,6,0.0318,0.0138,0.0419,0.0106,0.98,67.88,watchlist
REIT-02814,Convenience Store,Northeast,Logistics,Weak,538245.85,11928818.55,37,5.63,0.9322,0.961,0.63,0.0608,-0.0961,0.0122,15,0.0135,0.0186,0.0297,0.0557,0.4371,90.42,at risk
REIT-02815,Medical Office,Mountain,Professional Services,Stable,811882.78,13325041.98,31,6.93,0.9449,2.169,0.6591,0.0428,0.1189,0.0167,0,0.0252,0.0718,0.0284,0.0449,0.7245,30.55,healthy
REIT-02816,Industrial,Southwest,Fitness,Stable,2757608.7,38951488.23,12,8.64,0.977,3.666,0.7954,0.0192,-0.0111,0.0018,11,0.0053,0.0615,0.0215,-0.0761,0.98,5.96,healthy
REIT-02817,Industrial,Southeast,Fitness,Investment Grade,1333028.07,19718311.91,12,6.9,0.9218,3.407,0.6857,0.1185,0.1111,0.0196,6,0.0105,0.0462,0.022,0.0189,0.98,0.0,healthy
REIT-02818,Convenience Store,Midwest,Grocery,Stable,338015.58,7511457.36,30,6.07,0.9217,2.197,0.6686,-0.0451,0.0232,0.0393,0,0.0178,0.045,0.0279,0.0295,0.6664,44.61,healthy
REIT-02819,Industrial,Mountain,Professional Services,Watch,2667458.02,52366176.91,27,4.5,1.0,1.496,0.6925,-0.052,0.0738,0.0118,6,0.0442,0.0618,0.021,-0.0182,0.6568,75.51,at risk
REIT-02820,Industrial,Midwest,Fitness,Watch,1479640.41,26395214.56,9,3.75,0.9261,1.796,0.6453,-0.0604,-0.0368,0.0024,3,0.0377,0.0454,0.0269,0.0115,0.6995,80.83,at risk
REIT-02821,Grocery,Midwest,Manufacturing,Stable,831117.33,14982128.36,12,11.63,0.9638,2.776,0.6675,-0.0267,-0.0285,0.0062,10,0.0,0.003,0.021,0.0508,0.7932,30.63,healthy
REIT-02822,Industrial,West Coast,Manufacturing,Stable,4234530.86,94100685.73,26,4.41,0.9462,2.032,0.5741,0.0298,-0.0005,0.0183,1,0.0,0.0772,0.0307,0.0368,0.7547,43.66,healthy
REIT-02823,Grocery,West Coast,Logistics,Watch,1939194.91,37967148.41,32,4.91,0.9528,1.404,0.7042,0.0022,0.0553,0.0279,17,0.0033,0.0497,0.039,0.0158,0.7717,70.98,at risk
REIT-02824,Industrial,Northeast,Restaurant,Stable,3419278.43,49286815.44,21,5.3,1.0,2.993,0.815,0.0667,-0.1234,0.0398,21,0.0252,0.0823,0.033,0.0457,0.7438,42.27,healthy
REIT-02825,Medical Office,Southeast,Professional Services,Strong Private,1000828.33,11742739.47,33,1.59,0.8571,3.732,0.6363,0.1139,0.0043,0.021,1,0.0009,0.0355,0.0245,0.0262,0.8054,21.45,healthy
REIT-02826,Industrial,West Coast,Healthcare,Strong Private,2665081.99,38862821.9,38,6.84,0.9631,2.943,0.6105,0.0877,0.0424,0.0546,8,0.0109,0.0496,0.0251,-0.0381,0.9161,36.31,healthy
REIT-02827,Convenience Store,Southeast,Fitness,Watch,595113.31,12019452.55,6,6.06,0.9675,2.358,0.6582,0.0376,-0.1066,0.0199,4,0.0,0.0344,0.0438,0.0156,0.7059,59.5,watchlist
REIT-02828,Convenience Store,Midwest,Entertainment,Watch,360163.07,7083535.64,9,4.96,0.9615,2.522,0.6363,0.0946,0.0046,0.0072,3,0.0,0.037,0.0327,0.0283,0.8989,27.67,healthy
REIT-02829,Medical Office,Midwest,Healthcare,Stable,1973250.85,38903360.81,4,0.2,0.9136,1.662,0.5769,0.0129,0.0408,0.0144,1,0.0,0.0384,0.021,0.0331,0.6923,57.29,watchlist
REIT-02830,Office,Midwest,Logistics,Weak,596633.27,9010242.46,11,5.99,0.951,1.966,0.747,-0.0657,-0.0621,0.0,7,0.0262,0.0281,0.0375,0.0061,0.671,81.75,at risk
REIT-02831,Office,Midwest,Fitness,Strong Private,964445.3,11608429.67,1,8.4,0.9716,3.19,0.6377,0.0043,0.0517,0.0099,4,0.0029,0.0216,0.0375,0.0094,0.98,14.54,healthy
REIT-02832,Grocery,Midwest,Fuel,Strong Private,1352893.15,24181822.12,35,11.72,0.9356,2.496,0.5931,0.0582,0.1012,0.0378,9,0.0,0.0233,0.0341,0.0415,0.9034,18.77,healthy
REIT-02833,Entertainment,Southwest,Logistics,Investment Grade,525008.5,7106687.01,41,2.63,0.9557,3.131,0.7154,-0.0386,0.0468,0.0249,1,0.0,0.031,0.045,-0.0251,0.6687,23.26,healthy
REIT-02834,Entertainment,West Coast,Entertainment,Stable,1098353.3,13956369.5,31,3.62,0.917,1.831,0.6313,0.0016,-0.0341,0.0248,0,0.0332,0.0725,0.0822,-0.0158,0.7664,66.58,watchlist
REIT-02835,Distribution,Mountain,Manufacturing,Investment Grade,1541348.19,24716327.56,41,8.38,1.0,2.068,0.6072,0.196,0.0125,0.022,5,0.0058,0.0493,0.0348,0.0334,0.9035,17.8,healthy
REIT-02836,Industrial,Northeast,Professional Services,Strong Private,1641268.43,24901519.77,31,5.57,0.9595,2.355,0.7602,-0.0097,0.0174,0.0202,3,0.0107,0.0559,0.0254,0.0108,0.6041,29.1,healthy
REIT-02837,Automotive Service,Northeast,Professional Services,Watch,784030.82,12783599.4,38,4.98,0.8963,1.146,0.674,-0.1065,0.0455,0.0226,3,0.0275,0.0271,0.0497,0.0191,0.6557,74.84,at risk
REIT-02838,Medical Office,Southwest,Logistics,Weak,1038176.69,17487198.86,8,13.61,0.9736,1.803,0.6995,0.142,0.0505,0.0033,9,0.0618,0.0527,0.046,-0.0203,0.8592,72.9,at risk
REIT-02839,Office,Southwest,Fuel,Investment Grade,2224225.95,31279278.77,14,8.76,0.958,1.716,0.7135,0.1293,-0.06,0.0225,2,0.0275,0.0493,0.062,0.009,0.98,29.04,healthy
REIT-02840,Quick Service Restaurant,Midwest,Professional Services,Strong Private,297496.44,4320543.28,16,13.24,1.0,2.477,0.7039,-0.0058,-0.0238,0.0121,0,0.0,0.003,0.0487,0.0182,0.9004,24.76,healthy
REIT-02841,Industrial,Northeast,Fitness,Strong Private,2030430.58,36036764.21,6,15.05,0.9091,1.609,0.6396,0.084,0.0199,0.0184,3,0.0014,0.0478,0.0238,-0.0411,0.98,32.16,healthy
REIT-02842,Medical Office,Southeast,Manufacturing,Investment Grade,1220041.25,19961329.72,41,5.0,0.9476,2.858,0.6876,0.0125,0.0664,0.0137,7,0.0,0.018,0.0414,0.0567,0.6785,8.06,healthy
REIT-02843,Fitness,Southeast,Professional Services,Stable,678915.65,11878533.68,7,9.99,0.915,1.161,0.7089,-0.113,0.1002,0.0299,11,0.0,0.0097,0.0387,0.0174,0.588,77.79,at risk
REIT-02844,Industrial,West Coast,Professional Services,Stable,2600253.07,34676556.28,17,8.81,0.9922,1.727,0.7447,0.0419,-0.0904,0.0232,9,0.0,0.0489,0.0307,-0.0098,0.98,43.71,healthy
REIT-02845,Grocery,Southeast,Logistics,Stable,2160709.46,38869150.94,40,5.08,1.0,3.035,0.7393,-0.0743,0.148,0.0063,1,0.0329,0.0482,0.053,-0.0296,0.9667,27.86,healthy
REIT-02846,Industrial,West Coast,Auto,Watch,2798206.65,49126038.84,4,11.44,0.9506,2.427,0.6321,0.0727,0.1235,0.0145,22,0.0561,0.0605,0.0648,-0.0034,0.98,62.71,watchlist
REIT-02847,Automotive Service,Midwest,Logistics,Stable,762349.31,10105109.7,30,5.06,0.9448,2.313,0.74,0.0499,0.0567,0.0356,3,0.0128,0.0338,0.021,0.0489,0.8203,44.98,healthy
REIT-02848,Office,Northeast,Fuel,Watch,822096.21,8420618.17,4,0.91,0.9689,2.905,0.5652,-0.0775,-0.0661,0.024,5,0.0579,0.034,0.0303,0.0543,0.4521,71.38,at risk
REIT-02849,Medical Office,Southeast,Healthcare,Watch,2334095.57,51868790.35,26,10.0,0.9577,2.462,0.6352,0.0451,-0.1178,0.0184,3,0.0338,0.0272,0.04,0.0739,0.98,56.24,watchlist
REIT-02850,Convenience Store,Southwest,Healthcare,Stable,465395.75,7097126.41,7,0.2,1.0,3.106,0.6624,0.0078,-0.0441,0.0071,0,0.0,0.0311,0.0256,-0.0214,0.7583,42.42,healthy
REIT-02851,Distribution,West Coast,Restaurant,Watch,1709860.67,23156758.65,21,1.88,0.9342,2.771,0.5482,-0.0315,-0.0623,0.0102,8,0.0315,0.0389,0.0358,0.0725,0.5852,69.09,at risk
REIT-02852,Automotive Service,Southeast,Grocery,Weak,278986.92,3909305.38,20,7.94,0.9327,2.58,0.5702,-0.1296,-0.0055,0.0142,10,0.0519,0.0555,0.0403,0.0147,0.5124,77.35,at risk
REIT-02853,Quick Service Restaurant,Midwest,Manufacturing,Investment Grade,425144.18,7054814.18,19,9.75,0.9518,2.902,0.7011,0.1358,-0.0796,0.04,5,0.0,0.0331,0.0414,0.0352,0.9604,0.0,healthy
REIT-02854,Grocery,Southeast,Professional Services,Watch,1690077.57,35988003.97,27,11.76,1.0,2.122,0.6804,-0.0271,0.0398,0.0388,15,0.006,0.046,0.021,0.0414,0.7426,61.01,watchlist
REIT-02855,Grocery,Southeast,Fuel,Weak,968946.86,17458541.18,17,5.06,0.9271,1.534,0.7708,0.0192,-0.0012,0.0138,18,0.1324,0.0137,0.021,0.0447,0.6936,87.4,at risk
REIT-02856,Quick Service Restaurant,West Coast,Fuel,Watch,713113.7,12629756.0,36,8.12,0.9333,2.135,0.5372,0.0524,-0.0019,0.0264,2,0.0176,0.0622,0.0424,0.0408,0.8534,50.82,watchlist
REIT-02857,Convenience Store,West Coast,Manufacturing,Watch,865624.21,15281198.36,4,6.95,0.9655,2.815,0.5829,-0.1818,0.0037,0.0123,11,0.0108,0.0469,0.0584,0.0605,0.4672,59.02,watchlist
REIT-02858,Automotive Service,West Coast,Logistics,Investment Grade,1073450.29,17185986.31,31,1.9,0.924,2.513,0.6022,-0.0066,0.0138,0.0137,2,0.0206,0.0399,0.0663,0.0329,0.7804,22.9,healthy
REIT-02859,Office,Northeast,Restaurant,Strong Private,1364957.47,21671780.97,34,2.11,0.9601,1.897,0.5681,-0.0256,0.0093,0.0588,0,0.0,0.0169,0.0478,-0.0018,0.9151,60.0,watchlist
REIT-02860,Industrial,Southwest,Professional Services,Weak,1436536.47,20989267.12,30,2.27,0.9018,1.844,0.7621,0.014,-0.0163,0.0265,7,0.0,0.0652,0.0507,0.037,0.5411,100.0,at risk
REIT-02861,Grocery,West Coast,Logistics,Stable,1409842.72,22962688.22,35,1.04,0.9333,3.516,0.6051,0.0557,-0.0268,0.018,2,0.0,0.0211,0.0326,0.0533,0.8076,17.87,healthy
REIT-02862,Industrial,Mountain,Grocery,Stable,1306456.29,23423774.95,31,10.3,0.9272,2.237,0.6614,0.1045,-0.0095,0.0253,16,0.0523,0.0451,0.0582,0.0791,0.9435,48.55,watchlist
REIT-02863,Grocery,Southwest,Restaurant,Stable,1022622.23,22122757.4,22,11.3,0.962,3.094,0.8013,-0.0639,-0.0406,0.0367,2,0.0134,0.0431,0.0472,0.0592,0.9393,28.61,healthy
REIT-02864,Industrial,Southwest,Entertainment,Stable,1414198.69,24927037.42,4,12.64,0.9922,1.833,0.7576,-0.15,-0.0238,0.0293,7,0.0,0.0335,0.0315,0.0023,0.7718,60.83,watchlist
REIT-02865,Office,Mountain,Professional Services,Weak,774820.43,8624426.54,13,10.59,0.8846,1.403,0.6991,-0.0076,-0.0176,0.0512,10,0.0374,0.0204,0.037,0.0773,0.7921,100.0,at risk
REIT-02866,Fitness,Northeast,Healthcare,Strong Private,720512.87,10042900.26,41,0.6,0.9994,2.713,0.6789,0.0121,0.0188,0.0333,3,0.0,0.0332,0.0379,-0.052,0.98,32.79,healthy
REIT-02867,Convenience Store,Southwest,Grocery,Stable,351872.85,5803175.15,5,4.26,0.9853,2.323,0.6522,-0.2681,0.1088,0.027,2,0.0478,0.0558,0.0282,0.0517,0.5261,66.57,watchlist
REIT-02868,Distribution,Southeast,Entertainment,Watch,1835613.18,26303359.16,41,4.31,1.0,1.483,0.7098,-0.0778,0.0198,0.0399,4,0.0,0.039,0.0471,0.0713,0.5799,53.68,watchlist
REIT-02869,Medical Office,Northeast,Fuel,Stable,1241709.52,21136974.86,6,8.92,0.9572,2.909,0.8069,0.1734,0.015,0.034,12,0.0245,0.0152,0.0316,0.0379,0.8413,40.9,healthy
REIT-02870,Automotive Service,Southwest,Manufacturing,Weak,381237.93,6494524.55,35,12.6,0.9513,2.041,0.6517,0.118,0.051,0.0303,9,0.0,0.0321,0.021,-0.0043,0.7946,68.53,at risk
REIT-02871,Office,West Coast,Manufacturing,Strong Private,1592042.99,21089363.78,11,7.89,1.0,1.913,0.6725,-0.0228,0.0134,0.019,2,0.0,0.0412,0.0574,0.0476,0.7026,37.08,healthy
REIT-02872,Grocery,Southwest,Fitness,Stable,753267.83,16447975.22,1,2.96,1.0,2.525,0.6718,0.0952,-0.0846,0.0289,7,0.0,0.0444,0.04,0.0454,0.8576,33.27,healthy
REIT-02873,Distribution,Southeast,Fitness,Strong Private,2039590.27,31881406.39,2,6.6,0.9996,1.827,0.8073,0.0481,0.0948,0.0131,2,0.0,0.0508,0.064,0.0149,0.7821,27.85,healthy
REIT-02874,Distribution,West Coast,Auto,Stable,2078957.9,34871029.38,28,7.11,0.9405,3.206,0.4893,-0.196,0.0003,0.0335,1,0.0,0.0527,0.0422,0.0136,0.6629,33.35,healthy
REIT-02875,Office,Mountain,Fuel,Strong Private,948515.33,11544073.06,24,3.87,0.923,2.489,0.681,0.0691,0.0641,0.0151,3,0.0,0.0679,0.0451,-0.002,0.8471,26.47,healthy
