listing_id,make,model,family,year,age,mileage,condition,seller_type,region,season,title_status,engine_cc,horsepower,torque_ft_lbs,weight_lbs,power_to_weight,abs,carbon_fiber,mods_score,service_records,num_photos,description_score,days_on_market,listing_price,synthetic_fair_market_value,deal_delta_pct,deal_quality
L01244,Buell,Super Cruiser,performance cruiser,2025,1,923,very good,private,Midwest,winter,clean,1190,175,94,485,0.3608,1,0,0.538,1,4,0.56,32,32000.0,34000.0,-0.0588,fair deal
L01245,Buell,1125CR,streetfighter,2010,16,47731,very good,dealer,West Coast,winter,clean,1125,146,82,375,0.3893,0,0,0.304,1,10,0.976,17,1279.7,1383.14,-0.0748,fair deal
L01246,Yamaha,MT-09,naked,2016,10,12827,very good,private,Southwest,fall,clean,890,117,68,417,0.2806,1,0,0.405,1,14,0.54,16,3234.09,3006.1,0.0758,market price
L01247,Buell,Super Cruiser,performance cruiser,2025,1,909,fair,private,Midwest,winter,clean,1190,175,94,485,0.3608,1,0,0.164,0,10,0.371,15,20587.91,24676.67,-0.1657,strong deal
L01248,Buell,1125CR,streetfighter,2010,16,40772,very good,dealer,Southeast,spring,clean,1125,146,82,375,0.3893,0,0,0.415,1,14,0.734,34,1626.52,1584.15,0.0268,market price
L01249,Buell,Blast,standard,2003,23,80327,good,dealer,Northeast,fall,lien,492,34,30,360,0.0944,0,0,0.186,0,11,0.752,5,1200.0,1000.0,0.2,overpriced
L01250,Buell,1125CR,streetfighter,2010,16,28121,good,dealer,Southeast,spring,clean,1125,146,82,375,0.3893,0,0,0.465,0,9,0.272,15,1669.38,1625.18,0.0272,market price
L01251,BMW,S1000R,naked,2019,7,36665,very good,private,West Coast,spring,clean,999,165,84,438,0.3767,1,0,0.793,1,10,0.543,43,5701.62,5686.28,0.0027,market price
L01252,Buell,1190SX,streetfighter,2025,1,1951,very good,dealer,Southeast,fall,clean,1190,185,102,414,0.4469,1,1,0.054,1,5,0.66,14,26585.56,25622.33,0.0376,market price
L01253,KTM,1290 Super Duke R,naked,2020,6,31235,good,private,Southwest,summer,clean,1301,177,103,440,0.4023,1,0,0.595,1,8,0.551,17,6550.04,8057.81,-0.1871,strong deal
L01254,Buell,Super Cruiser,performance cruiser,2026,0,677,poor,private,Southwest,summer,clean,1190,175,94,485,0.3608,1,0,0.411,0,4,0.614,23,30244.66,28212.3,0.072,market price
L01255,Buell,XB12R Firebolt,sportbike,2004,22,98750,very good,dealer,Midwest,spring,clean,1203,103,84,395,0.2608,0,0,0.663,1,8,0.563,19,1200.0,1000.0,0.2,overpriced
L01256,Buell,Super Cruiser,performance cruiser,2025,1,1769,fair,private,Southeast,winter,clean,1190,175,94,485,0.3608,1,0,0.338,1,14,1.0,11,30515.69,27248.17,0.1199,overpriced
L01257,Buell,Super Cruiser,performance cruiser,2026,0,119,good,private,Northeast,summer,clean,1190,175,94,485,0.3608,1,0,0.489,1,12,0.756,23,32000.0,34000.0,-0.0588,fair deal
L01258,Ducati,Monster,naked,2012,14,44058,fair,dealer,Midwest,fall,clean,937,111,69,414,0.2681,1,0,0.165,1,8,0.728,22,1373.82,1304.5,0.0531,market price
L01259,Buell,1190SX,streetfighter,2022,4,19719,very good,private,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.11,1,6,0.373,9,11386.76,12779.77,-0.109,fair deal
L01260,Buell,1125CR,streetfighter,2010,16,69685,good,private,Southwest,spring,clean,1125,146,82,375,0.3893,0,0,0.563,1,15,1.0,15,1200.0,1000.0,0.2,overpriced
L01261,Buell,Blast,standard,2007,19,3010,excellent,private,Southeast,summer,clean,492,34,30,360,0.0944,0,0,0.288,1,16,0.722,21,1200.0,1000.0,0.2,overpriced
L01262,Buell,Hammerhead 1190,superbike,2026,0,1156,very good,private,West Coast,winter,clean,1190,185,102,419,0.4415,1,1,0.531,0,8,1.0,20,32000.0,30699.21,0.0424,market price
L01263,Ducati,Monster,naked,2019,7,27453,very good,private,Midwest,summer,clean,937,111,69,414,0.2681,1,0,0.0,1,9,0.963,26,4119.3,4468.56,-0.0782,fair deal
L01264,Buell,Blast,standard,2006,20,64504,excellent,private,Mountain,fall,clean,492,34,30,360,0.0944,0,0,0.582,0,10,0.892,11,1200.0,1000.0,0.2,overpriced
L01265,Ducati,Monster,naked,2016,10,9081,poor,private,Southwest,winter,clean,937,111,69,414,0.2681,1,0,0.423,0,15,0.824,28,2570.89,2575.12,-0.0016,market price
L01266,Buell,Super Cruiser,performance cruiser,2026,0,392,very good,dealer,West Coast,summer,clean,1190,175,94,485,0.3608,1,0,0.0,0,1,0.712,30,32000.0,34000.0,-0.0588,fair deal
L01267,Buell,XB12R Firebolt,sportbike,2010,16,23408,very good,dealer,Southeast,winter,clean,1203,103,84,395,0.2608,0,0,0.537,0,11,0.556,11,1288.09,1429.05,-0.0986,fair deal
L01268,Buell,Super Cruiser,performance cruiser,2026,0,1381,good,private,Southwest,fall,clean,1190,175,94,485,0.3608,1,0,0.475,1,14,0.484,16,31272.97,34000.0,-0.0802,fair deal
L01269,Buell,Blast,standard,2000,26,76635,fair,dealer,West Coast,spring,clean,492,34,30,360,0.0944,0,0,0.209,0,13,1.0,31,1200.0,1000.0,0.2,overpriced
L01270,Buell,Hammerhead 1190,superbike,2024,2,5732,very good,dealer,Northeast,spring,lien,1190,185,102,419,0.4415,1,1,0.702,1,12,0.839,23,31924.36,27795.51,0.1485,overpriced
L01271,Buell,Super Cruiser,performance cruiser,2025,1,188,poor,dealer,Midwest,fall,clean,1190,175,94,485,0.3608,1,0,0.74,1,7,0.386,64,24977.72,27037.02,-0.0762,fair deal
L01272,Buell,1190SX,streetfighter,2015,11,58482,very good,private,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.521,0,12,0.914,27,2950.31,3184.33,-0.0735,fair deal
L01273,Harley-Davidson,Sportster S,performance cruiser,2021,5,18548,fair,dealer,Northeast,spring,clean,1252,121,94,502,0.241,1,0,0.231,1,12,0.595,11,8189.9,7733.02,0.0591,market price
L01274,Buell,Super Cruiser,performance cruiser,2026,0,1058,very good,dealer,Mountain,winter,clean,1190,175,94,485,0.3608,1,0,0.683,1,15,0.554,10,32000.0,34000.0,-0.0588,fair deal
L01275,BMW,S1000R,naked,2016,10,46350,very good,dealer,Mountain,fall,clean,999,165,84,438,0.3767,1,0,0.185,1,4,0.709,20,3495.02,3069.36,0.1387,overpriced
L01276,Buell,Hammerhead 1190,superbike,2025,1,20,very good,private,Southwest,fall,clean,1190,185,102,419,0.4415,1,1,0.0,1,13,0.93,45,26227.63,28038.97,-0.0646,fair deal
L01277,Ducati,Monster,naked,2013,13,28557,good,private,West Coast,fall,clean,937,111,69,414,0.2681,1,0,0.128,1,8,0.577,39,2278.86,2170.75,0.0498,market price
L01278,Harley-Davidson,Sportster S,performance cruiser,2022,4,12341,good,dealer,Midwest,spring,clean,1252,121,94,502,0.241,1,0,0.14,1,9,0.547,12,10833.85,9935.69,0.0904,overpriced
L01279,BMW,S1000R,naked,2019,7,20868,fair,private,Southwest,summer,clean,999,165,84,438,0.3767,1,0,0.424,1,15,0.638,51,6187.5,5085.05,0.2168,overpriced
L01280,Harley-Davidson,Sportster S,performance cruiser,2022,4,13397,very good,auction,West Coast,spring,clean,1252,121,94,502,0.241,1,0,0.55,1,14,0.485,37,12719.32,11238.8,0.1317,overpriced
L01281,Yamaha,MT-09,naked,2022,4,15317,excellent,dealer,Southwest,summer,clean,890,117,68,417,0.2806,1,0,0.055,1,13,0.762,40,6322.67,6912.1,-0.0853,fair deal
L01282,Harley-Davidson,Sportster S,performance cruiser,2025,1,1601,good,private,Northeast,fall,clean,1252,121,94,502,0.241,1,0,0.681,0,11,0.393,52,16556.0,15291.2,0.0827,overpriced
L01283,Buell,XB12R Firebolt,sportbike,2006,20,63033,very good,dealer,Northeast,summer,lien,1203,103,84,395,0.2608,0,0,0.212,1,16,0.842,38,1200.0,1000.0,0.2,overpriced
L01284,Ducati,Monster,naked,2020,6,43693,very good,private,West Coast,summer,clean,937,111,69,414,0.2681,1,0,0.203,0,13,0.764,59,3582.31,4283.88,-0.1638,strong deal
L01285,BMW,S1000R,naked,2018,8,31121,excellent,dealer,Mountain,summer,clean,999,165,84,438,0.3767,1,0,0.0,0,15,0.436,37,4651.75,5015.35,-0.0725,fair deal
L01286,Buell,Super Cruiser,performance cruiser,2026,0,2510,very good,dealer,Southeast,fall,lien,1190,175,94,485,0.3608,1,0,0.473,1,7,0.755,53,32000.0,34000.0,-0.0588,fair deal
L01287,Buell,Blast,standard,2005,21,105903,poor,private,Southeast,fall,clean,492,34,30,360,0.0944,0,0,0.214,0,15,0.751,36,1200.0,1000.0,0.2,overpriced
L01288,Buell,1125CR,streetfighter,2010,16,73020,very good,dealer,Northeast,summer,clean,1125,146,82,375,0.3893,0,0,0.646,1,8,0.831,16,1216.65,1069.16,0.138,overpriced
L01289,Buell,Hammerhead 1190,superbike,2024,2,6138,poor,private,Southeast,summer,clean,1190,185,102,419,0.4415,1,1,0.267,1,18,0.686,13,18792.56,15592.72,0.2052,overpriced
L01290,Buell,Blast,standard,2004,22,148162,fair,private,Southeast,fall,clean,492,34,30,360,0.0944,0,0,0.401,0,10,0.71,18,1200.0,1000.0,0.2,overpriced
L01291,Ducati,Monster,naked,2020,6,25913,excellent,private,Northeast,winter,clean,937,111,69,414,0.2681,1,0,0.357,1,17,0.842,14,6069.54,5709.26,0.0631,market price
L01292,Buell,1190SX,streetfighter,2016,10,30701,very good,private,Southeast,winter,clean,1190,185,102,414,0.4469,1,1,0.124,1,16,0.665,28,4580.13,5271.29,-0.1311,strong deal
L01293,BMW,S1000R,naked,2014,12,45076,good,dealer,Southeast,summer,clean,999,165,84,438,0.3767,1,0,0.268,1,19,0.728,27,1926.77,2326.51,-0.1718,strong deal
L01294,Buell,Blast,standard,2001,25,70444,fair,dealer,Southeast,fall,clean,492,34,30,360,0.0944,0,0,0.444,1,12,0.3,19,1200.0,1000.0,0.2,overpriced
L01295,Yamaha,MT-09,naked,2016,10,51353,very good,private,Midwest,winter,clean,890,117,68,417,0.2806,1,0,0.592,1,11,0.669,19,1467.66,1568.63,-0.0644,fair deal
L01296,Buell,XB12R Firebolt,sportbike,2004,22,63965,very good,dealer,Midwest,winter,clean,1203,103,84,395,0.2608,0,0,0.456,1,10,0.646,18,1200.0,1000.0,0.2,overpriced
L01297,Buell,Super Cruiser,performance cruiser,2025,1,1861,good,dealer,West Coast,summer,clean,1190,175,94,485,0.3608,1,0,0.631,1,12,0.869,17,32000.0,34000.0,-0.0588,fair deal
L01298,Harley-Davidson,Sportster S,performance cruiser,2023,3,3402,very good,dealer,Midwest,fall,clean,1252,121,94,502,0.241,1,0,0.672,1,11,0.767,10,11022.57,13830.92,-0.203,strong deal
L01299,Harley-Davidson,Sportster S,performance cruiser,2023,3,14719,excellent,private,Northeast,spring,clean,1252,121,94,502,0.241,1,0,0.366,1,16,1.0,16,13700.25,13235.64,0.0351,market price
L01300,Harley-Davidson,Sportster S,performance cruiser,2021,5,17939,very good,private,Mountain,winter,clean,1252,121,94,502,0.241,1,0,0.297,1,11,0.671,13,7836.21,7864.8,-0.0036,market price
L01301,BMW,S1000R,naked,2015,11,22987,very good,private,Northeast,summer,lien,999,165,84,438,0.3767,1,0,0.327,1,6,0.835,43,3056.35,3686.3,-0.1709,strong deal
L01302,Buell,Hammerhead 1190,superbike,2025,1,1893,excellent,dealer,Southwest,spring,clean,1190,185,102,419,0.4415,1,1,0.426,1,15,0.847,52,32000.0,34000.0,-0.0588,fair deal
L01303,Buell,1190SX,streetfighter,2024,2,6588,excellent,dealer,Mountain,summer,clean,1190,185,102,414,0.4469,1,1,0.467,1,10,0.628,33,27432.62,26416.5,0.0385,market price
L01304,Buell,Super Cruiser,performance cruiser,2025,1,948,excellent,private,Midwest,fall,lien,1190,175,94,485,0.3608,1,0,0.066,1,19,0.427,26,32000.0,34000.0,-0.0588,fair deal
L01305,Buell,1190SX,streetfighter,2026,0,1834,excellent,private,Midwest,fall,clean,1190,185,102,414,0.4469,1,1,0.441,1,14,0.508,30,31734.07,29767.3,0.0661,market price
L01306,Yamaha,MT-09,naked,2017,9,21748,very good,dealer,Southwest,summer,clean,890,117,68,417,0.2806,1,0,0.089,1,17,0.855,8,3396.9,3251.68,0.0447,market price
L01307,Buell,Hammerhead 1190,superbike,2024,2,7446,very good,dealer,Midwest,winter,clean,1190,185,102,419,0.4415,1,1,0.108,1,5,0.913,48,20218.66,21773.25,-0.0714,fair deal
L01308,Buell,1190SX,streetfighter,2016,10,51060,poor,dealer,Mountain,fall,clean,1190,185,102,414,0.4469,1,1,0.182,1,10,0.382,4,2826.12,3076.67,-0.0814,fair deal
L01309,Harley-Davidson,Sportster S,performance cruiser,2025,1,1996,excellent,private,Northeast,winter,clean,1252,121,94,502,0.241,1,0,0.454,0,6,0.595,31,16085.33,16749.38,-0.0396,market price
L01310,Buell,Blast,standard,2007,19,63557,good,private,Mountain,winter,rebuilt,492,34,30,360,0.0944,0,0,0.276,0,13,0.323,42,1200.0,1000.0,0.2,overpriced
L01311,Buell,XB12R Firebolt,sportbike,2009,17,22419,very good,private,Mountain,summer,lien,1203,103,84,395,0.2608,0,0,0.287,0,12,0.781,15,1337.87,1253.94,0.0669,market price
L01312,Buell,Super Cruiser,performance cruiser,2026,0,1705,good,dealer,Northeast,summer,clean,1190,175,94,485,0.3608,1,0,0.544,0,11,0.657,7,32000.0,34000.0,-0.0588,fair deal
L01313,Yamaha,MT-09,naked,2026,0,651,very good,dealer,Southeast,summer,clean,890,117,68,417,0.2806,1,0,0.0,1,10,0.477,21,10509.88,11804.39,-0.1097,fair deal
L01314,Buell,Hammerhead 1190,superbike,2025,1,2365,excellent,private,Midwest,summer,clean,1190,185,102,419,0.4415,1,1,0.299,1,7,0.799,22,31235.1,29949.44,0.0429,market price
L01315,Buell,1190SX,streetfighter,2022,4,17567,very good,private,West Coast,winter,clean,1190,185,102,414,0.4469,1,1,0.411,0,4,0.61,42,15037.0,13618.71,0.1041,overpriced
L01316,Buell,Super Cruiser,performance cruiser,2025,1,260,good,private,Northeast,winter,clean,1190,175,94,485,0.3608,1,0,0.091,0,9,0.649,15,30587.74,30651.49,-0.0021,market price
L01317,Yamaha,MT-09,naked,2019,7,11424,fair,dealer,West Coast,fall,clean,890,117,68,417,0.2806,1,0,0.365,0,12,0.816,8,2765.51,3646.37,-0.2416,strong deal
L01318,Buell,Hammerhead 1190,superbike,2023,3,3148,fair,private,Midwest,fall,lien,1190,185,102,419,0.4415,1,1,0.796,0,15,0.583,11,12101.95,15356.59,-0.2119,strong deal
L01319,Buell,1125CR,streetfighter,2010,16,74852,very good,dealer,Midwest,winter,clean,1125,146,82,375,0.3893,0,0,0.456,1,7,0.65,11,1200.0,1000.0,0.2,overpriced
L01320,Buell,Super Cruiser,performance cruiser,2025,1,93,good,dealer,Mountain,summer,clean,1190,175,94,485,0.3608,1,0,0.505,1,13,0.776,62,32000.0,34000.0,-0.0588,fair deal
L01321,Buell,Blast,standard,2002,24,79874,very good,dealer,Southwest,fall,clean,492,34,30,360,0.0944,0,0,0.692,1,9,0.217,36,1200.0,1000.0,0.2,overpriced
L01322,Buell,1190SX,streetfighter,2021,5,23999,very good,private,Mountain,winter,clean,1190,185,102,414,0.4469,1,1,0.485,0,8,0.857,10,10547.31,10431.0,0.0112,market price
L01323,Buell,Hammerhead 1190,superbike,2025,1,2056,good,private,Mountain,spring,lien,1190,185,102,419,0.4415,1,1,0.268,1,11,0.956,29,28716.01,25622.65,0.1207,overpriced
L01324,Buell,1125CR,streetfighter,2010,16,5832,very good,private,Northeast,summer,clean,1125,146,82,375,0.3893,0,0,0.46,0,15,0.728,85,2506.38,2355.62,0.064,market price
L01325,Buell,Blast,standard,2008,18,50921,very good,auction,West Coast,winter,clean,492,34,30,360,0.0944,0,0,0.496,1,9,0.487,48,1200.0,1000.0,0.2,overpriced
L01326,KTM,1290 Super Duke R,naked,2026,0,348,very good,auction,West Coast,spring,clean,1301,177,103,440,0.4023,1,0,0.641,0,7,0.419,15,32000.0,26547.72,0.2054,overpriced
L01327,Harley-Davidson,Sportster S,performance cruiser,2022,4,22221,very good,dealer,Midwest,winter,clean,1252,121,94,502,0.241,1,0,0.539,0,16,0.68,15,7312.58,8203.14,-0.1086,fair deal
L01328,Buell,1125CR,streetfighter,2009,17,59017,excellent,private,Northeast,fall,clean,1125,146,82,375,0.3893,0,0,0.265,1,10,0.386,18,1200.0,1063.15,0.1287,overpriced
L01329,Ducati,Monster,naked,2024,2,7004,very good,private,Northeast,summer,clean,937,111,69,414,0.2681,1,0,0.69,1,6,0.878,28,12867.31,12614.63,0.02,market price
L01330,Buell,1125CR,streetfighter,2009,17,58284,good,dealer,Mountain,fall,clean,1125,146,82,375,0.3893,0,0,0.438,0,8,0.914,19,1200.0,1000.0,0.2,overpriced
L01331,Buell,1125CR,streetfighter,2009,17,108492,excellent,private,Northeast,winter,clean,1125,146,82,375,0.3893,0,0,0.0,1,18,0.514,18,1200.0,1000.0,0.2,overpriced
L01332,KTM,1290 Super Duke R,naked,2014,12,6697,excellent,dealer,West Coast,winter,clean,1301,177,103,440,0.4023,1,0,0.022,1,10,0.801,2,7006.03,6480.77,0.081,overpriced
L01333,Buell,Hammerhead 1190,superbike,2024,2,8906,fair,private,Southeast,fall,rebuilt,1190,185,102,419,0.4415,1,1,0.15,0,8,0.564,31,10278.73,11389.83,-0.0976,fair deal
L01334,Buell,Super Cruiser,performance cruiser,2025,1,1927,good,auction,Mountain,summer,lien,1190,175,94,485,0.3608,1,0,0.144,0,13,0.841,12,32000.0,29495.67,0.0849,overpriced
L01335,BMW,S1000R,naked,2025,1,1152,very good,private,West Coast,winter,clean,999,165,84,438,0.3767,1,0,0.406,1,8,0.844,10,17492.12,16109.03,0.0859,overpriced
L01336,Buell,Super Cruiser,performance cruiser,2026,0,538,very good,dealer,Southeast,spring,clean,1190,175,94,485,0.3608,1,0,0.416,1,12,0.79,31,32000.0,34000.0,-0.0588,fair deal
L01337,Harley-Davidson,Sportster S,performance cruiser,2023,3,6263,very good,private,Southeast,fall,rebuilt,1252,121,94,502,0.241,1,0,0.461,0,19,0.722,23,8755.66,8209.74,0.0665,market price
L01338,Buell,Hammerhead 1190,superbike,2025,1,2258,very good,private,Southwest,winter,clean,1190,185,102,419,0.4415,1,1,0.475,1,13,0.665,57,26134.37,27317.8,-0.0433,fair deal
L01339,Harley-Davidson,Sportster S,performance cruiser,2025,1,555,good,private,West Coast,fall,clean,1252,121,94,502,0.241,1,0,0.364,1,4,0.603,12,19220.19,16648.73,0.1545,overpriced
L01340,Harley-Davidson,Sportster S,performance cruiser,2024,2,809,fair,private,Northeast,summer,clean,1252,121,94,502,0.241,1,0,0.424,0,11,0.566,16,10696.58,12238.07,-0.126,strong deal
L01341,Harley-Davidson,Sportster S,performance cruiser,2023,3,9123,very good,auction,Southwest,summer,clean,1252,121,94,502,0.241,1,0,0.359,0,16,0.81,12,12507.53,11452.61,0.0921,overpriced
L01342,Buell,1190SX,streetfighter,2024,2,4209,excellent,private,Midwest,summer,clean,1190,185,102,414,0.4469,1,1,0.479,1,11,0.605,8,25922.66,24050.83,0.0778,market price
L01343,BMW,S1000R,naked,2026,0,1263,very good,private,Southwest,winter,clean,999,165,84,438,0.3767,1,0,0.54,1,9,0.308,30,19263.66,17509.59,0.1002,overpriced
L01344,Buell,Super Cruiser,performance cruiser,2025,1,1722,good,dealer,Midwest,summer,clean,1190,175,94,485,0.3608,1,0,0.269,1,6,0.726,35,32000.0,34000.0,-0.0588,fair deal
L01345,Buell,XB12R Firebolt,sportbike,2006,20,110527,excellent,dealer,Southwest,fall,lien,1203,103,84,395,0.2608,0,0,0.658,1,12,0.371,48,1200.0,1000.0,0.2,overpriced
L01346,Buell,1190SX,streetfighter,2023,3,5497,poor,private,Northeast,summer,clean,1190,185,102,414,0.4469,1,1,0.301,0,11,0.458,13,12437.81,12621.36,-0.0145,market price
L01347,Buell,XB12R Firebolt,sportbike,2008,18,87706,good,dealer,Southwest,summer,clean,1203,103,84,395,0.2608,0,0,0.666,0,10,0.865,54,1200.0,1000.0,0.2,overpriced
L01348,Buell,XB12R Firebolt,sportbike,2009,17,59020,very good,private,Mountain,winter,clean,1203,103,84,395,0.2608,0,0,0.307,1,9,0.732,13,1200.0,1000.0,0.2,overpriced
L01349,Buell,Blast,standard,2006,20,40619,fair,dealer,Southeast,summer,lien,492,34,30,360,0.0944,0,0,0.518,1,5,0.957,16,1200.0,1000.0,0.2,overpriced
L01350,Buell,Blast,standard,2008,18,50331,very good,dealer,Midwest,spring,clean,492,34,30,360,0.0944,0,0,0.223,1,14,0.63,16,1200.0,1000.0,0.2,overpriced
L01351,Yamaha,MT-09,naked,2015,11,17135,very good,auction,Northeast,spring,clean,890,117,68,417,0.2806,1,0,0.235,1,13,0.483,9,2349.42,2556.04,-0.0808,fair deal
L01352,Buell,Hammerhead 1190,superbike,2025,1,2415,excellent,dealer,Mountain,fall,clean,1190,185,102,419,0.4415,1,1,0.189,1,17,0.822,17,26405.11,31990.35,-0.1746,strong deal
L01353,Buell,Blast,standard,2009,17,120649,very good,dealer,Mountain,summer,clean,492,34,30,360,0.0944,0,0,0.335,1,7,0.488,24,1200.0,1000.0,0.2,overpriced
L01354,Buell,XB12R Firebolt,sportbike,2005,21,118875,good,private,Mountain,winter,clean,1203,103,84,395,0.2608,0,0,0.576,0,14,0.481,8,1200.0,1000.0,0.2,overpriced
L01355,Buell,Blast,standard,2001,25,99856,fair,private,Northeast,spring,clean,492,34,30,360,0.0944,0,0,0.355,0,9,0.681,11,1200.0,1000.0,0.2,overpriced
L01356,Harley-Davidson,Sportster S,performance cruiser,2025,1,439,fair,dealer,Southeast,spring,clean,1252,121,94,502,0.241,1,0,0.513,1,13,0.773,21,13810.84,15559.47,-0.1124,fair deal
L01357,Buell,Hammerhead 1190,superbike,2023,3,18722,excellent,private,West Coast,spring,clean,1190,185,102,419,0.4415,1,1,0.0,1,5,0.779,27,20005.78,20756.26,-0.0362,market price
L01358,Buell,1190SX,streetfighter,2026,0,20,good,auction,Southeast,spring,lien,1190,185,102,414,0.4469,1,1,0.821,1,12,0.637,6,28897.93,26686.29,0.0829,overpriced
L01359,KTM,1290 Super Duke R,naked,2018,8,8330,very good,dealer,Southeast,fall,clean,1301,177,103,440,0.4023,1,0,0.478,0,16,0.686,20,8168.64,8742.71,-0.0657,fair deal
L01360,Buell,Hammerhead 1190,superbike,2023,3,7758,excellent,private,West Coast,fall,lien,1190,185,102,419,0.4415,1,1,0.722,1,20,0.588,59,18958.22,23488.0,-0.1929,strong deal
L01361,Buell,Hammerhead 1190,superbike,2023,3,8032,excellent,private,Southwest,summer,clean,1190,185,102,419,0.4415,1,1,0.67,1,9,0.788,7,23365.72,24526.55,-0.0473,fair deal
L01362,BMW,S1000R,naked,2024,2,8902,fair,private,Southwest,spring,clean,999,165,84,438,0.3767,1,0,0.451,1,13,0.559,38,12251.03,11046.46,0.109,overpriced
L01363,Buell,Hammerhead 1190,superbike,2024,2,14128,excellent,private,Northeast,fall,clean,1190,185,102,419,0.4415,1,1,0.228,1,12,1.0,24,27697.22,23035.92,0.2023,overpriced
L01364,Buell,Blast,standard,2003,23,65532,good,auction,Southeast,summer,clean,492,34,30,360,0.0944,0,0,0.177,1,11,0.999,11,1200.0,1000.0,0.2,overpriced
L01365,Harley-Davidson,Sportster S,performance cruiser,2021,5,21783,very good,private,Northeast,spring,clean,1252,121,94,502,0.241,1,0,0.199,1,8,1.0,67,9029.92,8541.48,0.0572,market price
L01366,Harley-Davidson,Sportster S,performance cruiser,2025,1,1301,very good,dealer,Southwest,fall,clean,1252,121,94,502,0.241,1,0,0.425,1,9,0.855,29,19775.23,18754.6,0.0544,market price
L01367,Buell,1190SX,streetfighter,2015,11,6536,excellent,private,West Coast,fall,clean,1190,185,102,414,0.4469,1,1,0.438,1,12,0.717,14,8956.84,8686.29,0.0311,market price
L01368,Buell,1125CR,streetfighter,2009,17,16789,fair,dealer,Midwest,summer,clean,1125,146,82,375,0.3893,0,0,0.507,0,21,0.415,16,1573.69,1432.86,0.0983,overpriced
L01369,Ducati,Monster,naked,2026,0,1875,fair,private,Northeast,summer,lien,937,111,69,414,0.2681,1,0,0.118,0,7,0.808,29,9231.35,11290.82,-0.1824,strong deal
L01370,BMW,S1000R,naked,2024,2,5328,excellent,dealer,Southeast,winter,clean,999,165,84,438,0.3767,1,0,0.077,0,14,0.424,19,13569.1,12916.17,0.0506,market price
L01371,Buell,XB12R Firebolt,sportbike,2006,20,26931,poor,dealer,Northeast,fall,clean,1203,103,84,395,0.2608,0,0,0.237,0,7,0.906,29,1200.0,1000.0,0.2,overpriced
L01372,Buell,XB12R Firebolt,sportbike,2006,20,108240,very good,dealer,West Coast,winter,clean,1203,103,84,395,0.2608,0,0,0.62,1,7,0.635,43,1200.0,1000.0,0.2,overpriced
L01373,Buell,1125CR,streetfighter,2010,16,52630,fair,private,Mountain,spring,clean,1125,146,82,375,0.3893,0,0,0.685,1,9,0.479,6,1200.0,1047.03,0.1461,overpriced
L01374,Buell,1125CR,streetfighter,2010,16,59136,fair,dealer,Midwest,summer,clean,1125,146,82,375,0.3893,0,0,0.001,1,12,1.0,10,1200.0,1000.0,0.2,overpriced
L01375,Buell,1125CR,streetfighter,2010,16,37445,fair,private,Midwest,fall,clean,1125,146,82,375,0.3893,0,0,0.492,0,15,0.821,21,1200.0,1053.0,0.1396,overpriced
L01376,Buell,1190SX,streetfighter,2024,2,13985,good,private,Northeast,summer,clean,1190,185,102,414,0.4469,1,1,0.151,1,22,0.566,86,16771.88,18279.16,-0.0825,fair deal
L01377,KTM,1290 Super Duke R,naked,2021,5,19548,very good,auction,Mountain,fall,lien,1301,177,103,440,0.4023,1,0,0.776,1,13,0.665,15,8544.33,10180.99,-0.1608,strong deal
L01378,Harley-Davidson,Sportster S,performance cruiser,2021,5,18103,good,private,Mountain,spring,lien,1252,121,94,502,0.241,1,0,0.355,1,15,1.0,9,8248.86,7724.53,0.0679,market price
L01379,Buell,Hammerhead 1190,superbike,2026,0,2040,good,private,Southwest,spring,lien,1190,185,102,419,0.4415,1,1,0.28,1,7,0.632,15,25204.76,29408.94,-0.143,strong deal
L01380,Buell,Blast,standard,2003,23,57497,fair,dealer,Midwest,fall,clean,492,34,30,360,0.0944,0,0,0.246,0,1,0.515,19,1200.0,1000.0,0.2,overpriced
L01381,Yamaha,MT-09,naked,2018,8,51520,good,private,West Coast,winter,clean,890,117,68,417,0.2806,1,0,0.481,1,21,0.847,9,2303.81,2002.05,0.1507,overpriced
L01382,Buell,Hammerhead 1190,superbike,2024,2,11448,very good,dealer,Mountain,fall,clean,1190,185,102,419,0.4415,1,1,0.0,0,6,0.599,12,23328.22,20967.79,0.1126,overpriced
L01383,Buell,Super Cruiser,performance cruiser,2025,1,1074,good,dealer,Midwest,spring,clean,1190,175,94,485,0.3608,1,0,0.412,1,14,0.861,15,32000.0,34000.0,-0.0588,fair deal
L01384,Buell,Blast,standard,2006,20,78193,very good,private,West Coast,fall,clean,492,34,30,360,0.0944,0,0,0.638,1,6,0.753,18,1200.0,1000.0,0.2,overpriced
L01385,Yamaha,MT-09,naked,2025,1,20,good,private,Northeast,spring,clean,890,117,68,417,0.2806,1,0,0.452,1,15,0.431,12,11984.56,10222.48,0.1724,overpriced
L01386,Harley-Davidson,Sportster S,performance cruiser,2024,2,7368,very good,private,Mountain,fall,clean,1252,121,94,502,0.241,1,0,0.669,1,13,0.711,15,13842.56,14279.14,-0.0306,market price
L01387,Buell,1190SX,streetfighter,2014,12,38507,excellent,private,Southeast,winter,clean,1190,185,102,414,0.4469,1,1,0.498,1,9,0.329,27,4096.51,4248.66,-0.0358,market price
